,orig_index,tweet,tweet_text,clean_tweet
806,902,"RT @ComplexSports: Rudy Gobert has reportedly tested positive for coronavirus. (Per @ShamsCharania)

More: https://t.co/jTKF7EgHwN https://…","Rudy Gobert has reportedly tested positive for coronavirus. (Per @ShamsCharania)

More ",Rudy Gobert have reportedly test positive for coronavirus Per ShamsCharania More
807,759,"RT @rgilliescanada: SACRAMENTO, Calif. (AP) — California governor declares statewide emergency due to threat of new coronavirus, becoming t…","SACRAMENTO, Calif. (AP) — California governor declares statewide emergency due to threat of new coronavirus, becoming t",SACRAMENTO AP California governor declares statewide emergency due to threat of new coronavirus become
809,889,RT @balleralert: SXSW and Ultra Music Festival Will Not Be Giving Refunds After Canceling Due to Coronavirus https://t.co/LfVe9e5fqZ https:…,SXSW and Ultra Music Festival Will Not Be Giving Refunds After Canceling Due to Coronavirus  https,SXSW and Ultra Music Festival Will Not Be Giving Refunds After Canceling Due to Coronavirus http
811,629,RT @RollingStone: Santana canceled their upcoming European tour due to coronavirus concerns https://t.co/B2ez2r4LNF https://t.co/TFau58i5Kh,Santana canceled their upcoming European tour due to coronavirus concerns  ,Santana cancel their upcoming European tour due to coronavirus concern
813,139,"‘Scary for everyone’: Canadians wait out cruise-ship coronavirus quarantine, as fellow Canucks test positive https://t.co/TZ5m8CuxxX","‘Scary for everyone’: Canadians wait out cruise-ship coronavirus quarantine, as fellow Canucks test positive ",Scary for everyone Canadians wait out cruiseship coronavirus quarantine a fellow Canucks test positive
815,272,"RT @Reuters: Schools, universities to stay shut as northern Italy battles coronavirus https://t.co/8rqLIjnJGH https://t.co/BFnq1Wdwmo","Schools, universities to stay shut as northern Italy battles coronavirus  ",Schools university to stay shut a northern Italy battle coronavirus
816,553,"RT @NYTScience: Scott Becker, the head of the nation's public lab association, on coronavirus testing: “We’re absolutely a few weeks behind…","Scott Becker, the head of the nation's public lab association, on coronavirus testing: “We’re absolutely a few weeks behind",Scott Becker the head of the nation is public lab association on coronavirus test We re absolutely few week behind
817,724,RT @Reuters: Seattle-area health officials confronting the nation’s first community coronavirus outbreak are planning new containment measu…,Seattle-area health officials confronting the nation’s first community coronavirus outbreak are planning new containment measu,Seattlearea health official confront the nation first community coronavirus outbreak be planning new containment measu
818,255,RT @WhiteHouse: .@SecAzar provides an update on confirmed coronavirus cases in the United States—and how Americans should prepare to keep r…,.@SecAzar provides an update on confirmed coronavirus cases in the United States—and how Americans should prepare to keep r,SecAzar provide an update on confirm coronavirus case in the United how Americans should prepare to keep
823,933,"RT @BeyondBlonde3: Seriously, since I’m 62 and therefore at risk here from the coronavirus, if you are going to protest vote or not vote at…","Seriously, since I’m 62 and therefore at risk here from the coronavirus, if you are going to protest vote or not vote at",Seriously since 62 and therefore at risk here from the coronavirus if you be go to protest vote or not vote at
824,1270,"Shoppers Drug Mart at Parklawn and Lakeshore already  completely sold out of face masks, hand sanitizer and latex gloves. #coronavirus #Toronto","Shoppers Drug Mart at Parklawn and Lakeshore already  completely sold out of face masks, hand sanitizer and latex gloves. #coronavirus #Toronto",Shoppers Drug Mart at Parklawn and Lakeshore already completely sell out of face mask hand sanitizer and latex glove coronavirus Toronto
825,515,RT @picardonhealth: ‘Should I cancel my travel plans?’ And other #coronavirus questions answered by @picardonhealth https://t.co/1iYC7k5sNF…,‘Should I cancel my travel plans?’ And other #coronavirus questions answered by @picardonhealth ,Should cancel my travel plan And other coronavirus question answer by picardonhealth
826,934,"RT @Jeres_Rant: 'Daily Show' Drops Mock Trailer For Trump #Coronavirus Disaster Movie 'Pandumbic' 

""One man... immune to information."" | #…","'Daily Show' Drops Mock Trailer For Trump #Coronavirus Disaster Movie 'Pandumbic' 

""One man... immune to information",Show Drops Mock Trailer For Trump Coronavirus Disaster Movie One man immune to information
827,840,RT @picardonhealth: Shut it down: The #coronavirus #pandemic can no longer be stopped so Canada must embrace social distancing to mitigate…,Shut it down: The #coronavirus #pandemic can no longer be stopped so Canada must embrace social distancing to mitigate,Shut it down The coronavirus pandemic can no longer be stop so Canada must embrace social distance to mitigate
828,222,"RT @Reuters: Six coronavirus cases discovered in north Italy, hundreds to be tested https://t.co/3ByawTguUS https://t.co/oDkwLQmyyL","Six coronavirus cases discovered in north Italy, hundreds to be tested  ",Six coronavirus case discover in north Italy hundred to be test
830,445,RT @Reuters: Six people in the Seattle area have died of the coronavirus as authorities across the United States scramble to increase testi…,Six people in the Seattle area have died of the coronavirus as authorities across the United States scramble to increase testi,Six people in the Seattle area have die of the coronavirus a authority across the United States scramble to increase testi
831,990,"Smart move, well done: Trudeau in self-isolation as wife is tested for new coronavirus - The Globe and Mail https://t.co/hDGJdmtG66","Smart move, well done: Trudeau in self-isolation as wife is tested for new coronavirus - The Globe and Mail ",Smart move well do Trudeau in selfisolation a wife be test for new coronavirus The Globe and Mail
835,499,"RT @BuckSexton: So weird that the head of the CDC just thanked Trump for decisive leadership on Coronavirus, especially  the China travel b…","So weird that the head of the CDC just thanked Trump for decisive leadership on Coronavirus, especially  the China travel b",So weird that the head of the CDC just thanked Trump for decisive leadership on Coronavirus especially the China travel
836,1289,RT @JeffreyLuscombe: So who feels secure knowing it’s ⁦@fordnation⁩ and his band of bumbling MPPs who stand between us and the coronavirus?…,So who feels secure knowing it’s ⁦@fordnation⁩ and his band of bumbling MPPs who stand between us and the coronavirus,So who feel secure know it and his band of bumbling MPPs who stand between u and the coronavirus
837,691,RT @Danny_D_Pearson: So you decided to cancel your trip to the London Book Fair due to the Coronavirus... https://t.co/YB09tnwGoU,So you decided to cancel your trip to the London Book Fair due to the Coronavirus... ,So you decide to cancel your trip to the London Book Fair due to the Coronavirus
838,327,RT @UofT: Software developed by a @UofTStartup plays a vital role in 'critical breakthrough' in coronavirus research. #UofT 匿 https://t.co/…,Software developed by a @UofTStartup plays a vital role in 'critical breakthrough' in coronavirus research. #UofT 匿 ,Software developed by UofTStartup play vital role in breakthrough in coronavirus research UofT
839,841,RT @politico: Some 58 million Germans will become sick with the coronavirus if Angela Merkel's predictions are correct https://t.co/YEPoqyE…,Some 58 million Germans will become sick with the coronavirus if Angela Merkel's predictions are correct ,Some 58 million Germans will become sick with the coronavirus if Angela Merkel is prediction be correct
840,1121,"RT @CBCLorenda: Some of the passengers arriving at Pearson from Guangzhou, China today. The man who tested positive for #coronavirus flew t…","Some of the passengers arriving at Pearson from Guangzhou, China today. The man who tested positive for #coronavirus flew t",Some of the passenger arrive at Pearson from Guangzhou China today The man who test positive for coronavirus flew
844,952,RT @CBCAlerts: Sophie Grégoire Trudeau has tested positive for the coronavirus. She and the Prime Minister will be self-isolating for 14 da…,Sophie Grégoire Trudeau has tested positive for the coronavirus. She and the Prime Minister will be self-isolating for 14 da,Sophie Grégoire Trudeau have test positive for the coronavirus She and the Prime Minister will be selfisolating for 14 da
845,1023,"RT @revolttv: Soulja Boy's cleaning supplies company sees major growth amidst Coronavirus fears
https://t.co/yAnFEq1WtP","Soulja Boy's cleaning supplies company sees major growth amidst Coronavirus fears
",Soulja Boy is cleaning supply company see major growth amidst Coronavirus fear
851,430,"RT @Reuters: South Korea closes churches as coronavirus tally passes 3,700 https://t.co/ooI1X2YsFs https://t.co/6mjFpnYwSu","South Korea closes churches as coronavirus tally passes 3,700  ",South Korea close church a coronavirus tally pass
852,146,RT @globalnews: South Korea sets ’emergency’ measures as coronavirus outbreak swells https://t.co/Rx5uEp4WuO https://t.co/rZu2hrlz1B,South Korea sets ’emergency’ measures as coronavirus outbreak swells  ,South Korea set emergency measure a coronavirus outbreak swell
854,567,"RT @nytimes: A Starbucks in Seattle closed after an employee tested positive for the coronavirus, leading many Washington state residents t…","A Starbucks in Seattle closed after an employee tested positive for the coronavirus, leading many Washington state residents t",Starbucks in Seattle close after an employee test positive for the coronavirus lead many Washington state resident
